playerId,skaterFullName,positionCode,seasonId,games,total_toi,goals_per60,assists_per60,points_per60,shots_per60,blockedShots_per60,hits_per60,takeaways_per60,giveaways_per60,penaltyMinutes_per60,missedShots_per60,totalShotAttempts_per60,is_forward,pos4,cluster
8470595,Eric Staal,C,20222023,72,61504.0,0.8194588969823101,0.8779916753381894,1.6974505723204996,6.204474505723206,2.6339750260145682,1.580385015608741,1.9315816857440167,1.8145161290322582,1.5218522372528618,2.1071800208116547,10.711498439125911,1,C,0
8470600,Ryan Suter,D,20222023,82,100267.0,0.10771240787098448,0.789890991053886,0.8976033989248706,3.3031805080435235,4.128975635054404,2.9082350125165806,0.8257951270108809,1.615686118064767,0.9335075348818654,2.1183440214626947,8.473376085850779,0,D,3
8470600,Ryan Suter,D,20232024,82,93184.0,0.07726648351648352,0.5794986263736264,0.6567651098901099,3.940590659340659,4.288289835164835,3.322458791208791,0.6181318681318682,1.1589972527472527,1.0817307692307692,2.3566277472527473,9.812843406593407,0,D,3
8470604,Jeff Carter,C,20222023,79,64968.0,0.7203546361285555,0.8865903213889915,1.6069449575175472,7.7022534170668635,2.9922423346878464,4.4329516069449575,1.440709272257111,1.828592537864795,1.662356852604359,2.4935352789065384,13.298854820834872,1,C,0
8470604,Jeff Carter,C,20232024,72,54305.0,0.7292146211214438,0.26516895313507044,0.9943835742565141,5.966301445539085,2.187643863364331,5.502255777552712,1.524721480526655,1.3258447656753523,0.7955068594052113,2.916858484485775,11.601141699659332,1,C,0
8470610,Zach Parise,L,20222023,82,79439.0,0.9516736111985298,0.5891312831228993,1.5408048943214292,8.247837963720592,3.7613766537846653,4.0332833998413875,0.8157202381701684,1.1329447752363448,1.087626984226891,2.175253968453782,12.462392527599794,1,L,0
8470610,Zach Parise,L,20232024,30,23341.0,0.7711751852962598,0.7711751852962598,1.5423503705925197,7.711751852962598,3.855875926481299,3.0847007411850393,1.6965854076517715,0.6169401482370078,1.2338802964740156,1.8508204447110235,12.030332890621652,1,L,0
8470613,Brent Burns,D,20222023,82,114219.0,0.5673311795760776,1.3552911512095185,1.922622330785596,8.037191710661098,2.710582302419037,1.2607359546135057,1.7335119375935704,1.6389567409975574,1.3868095500748563,3.498542274052478,17.461192971397054,0,D,1
8470613,Brent Burns,D,20232024,82,105784.0,0.340316115858731,1.1230431823338123,1.4633592981925434,6.295848143386523,2.9607502079709596,1.395296075020797,1.1911064055055585,1.9057702488088937,0.680632231717462,3.9136353323754065,18.240943810027982,0,D,0
8470621,Corey Perry,R,20222023,81,56193.0,0.7687790294164754,0.8328439485345149,1.6016229779509903,7.431530617692595,1.6016229779509903,3.0751161176659014,1.9219475735411884,1.6656878970690299,6.086167316213763,3.139181036783941,12.428594308899685,1,R,0
8470621,Corey Perry,R,20232024,54,43358.0,0.9963559204760367,0.8302966003966973,1.826652520872734,6.808432123252918,1.4115042206743853,3.570275381705798,1.2454449005950459,1.6605932007933946,3.8193643618248077,3.1551270815074495,11.87324138567277,1,R,0
8470638,Patrice Bergeron,C,20222023,78,81393.0,1.1942058899413954,1.3711252810438244,2.56533117098522,11.013232096126202,2.388411779882791,2.9191699531900777,1.680734215473075,0.928826803287752,0.9730566510633593,3.9806862998046513,19.328443477940365,1,C,1
8470794,Joe Pavelski,C,20222023,82,87196.0,1.156016331024359,2.023028579292628,3.1790449103169873,7.596678746731501,2.642323042341392,3.8396256709023353,1.321161521170696,2.353318959585302,0.330290380292674,3.2203312078535715,13.913482269828892,1,C,1
8470794,Joe Pavelski,C,20232024,82,82702.0,1.1753041038910788,1.7411912650238204,2.9164953689148994,8.44477763536553,3.0470847137916857,3.2647336219196634,1.0882445406398877,2.4376677710333485,0.8705956325119102,2.9164953689148994,14.321298154820923,1,C,1
8470966,Mark Giordano,D,20222023,78,88688.0,0.16236694930543027,0.8118347465271514,0.9742016958325816,4.34331589392026,5.966985386974563,2.435504239581454,0.8118347465271514,1.9484033916651633,2.151362078296951,1.8672199170124482,9.376691322388599,0,D,3
8470966,Mark Giordano,D,20232024,46,45863.0,0.23548394130344724,0.4709678826068945,0.7064518239103417,4.631184178967795,6.750539650698821,4.003227002158603,0.7064518239103417,2.119355471731025,3.846237707956305,1.883871530427578,11.538713123868915,0,D,3
8471214,Alex Ovechkin,L,20222023,73,88494.0,1.7085904129093497,1.3424638958573463,3.051054308766696,11.960132890365449,0.9356566546884535,7.647976133975185,1.2611024476235677,2.1153976540782424,1.9526747576106855,4.800325445792935,23.513458539562002,1,L,1
8471214,Alex Ovechkin,L,20232024,79,91108.0,1.2249198753128157,1.3434605084076043,2.5683803837204198,10.747684067260835,1.0668656978530975,6.401194187118585,1.027352153488168,1.3829740527725338,0.7902708872985907,4.860165956886333,23.905694340782368,1,L,1
8471215,Evgeni Malkin,C,20222023,82,91416.0,1.063271199789971,2.2053032291940142,3.2685744289839853,9.451299553688632,1.2995536886321868,2.0871619847729064,3.229194014176949,4.1349435547387765,3.229194014176949,2.8747702809136255,16.421632974534,1,C,1
8471215,Evgeni Malkin,C,20232024,82,91436.0,1.063038628111466,1.5748720416466162,2.6379106697580825,7.834988407191916,1.653615643728947,1.1417822301937968,3.543462093704887,2.2048208583052626,2.7560260728815784,3.189115884334398,15.788092217507328,1,C,1
8471218,Blake Wheeler,R,20222023,72,73631.0,0.782279203053062,1.9068055574418386,2.6890847604949,6.160448724042863,1.711235756678573,2.640192310304084,2.200160258586737,1.320096155152042,2.249052708777553,3.5202564137387786,12.418682348467359,1,R,1
8471218,Blake Wheeler,R,20232024,54,41205.0,0.7863123407353477,1.0484164543137968,1.8347287950491447,7.251547142337095,2.7084091736439753,2.7084091736439753,1.3978886057517292,1.8347287950491447,2.009464870768111,2.8831452493629417,12.580997451765564,1,R,0
8471274,Alex Goligoski,D,20222023,46,48760.0,0.14766201804757997,0.29532403609515995,0.44298605414273995,4.651353568498769,4.94667760459393,2.43642329778507,0.6644790812141099,1.25512715340443,1.1812961443806398,0.8859721082854799,8.56439704675964,0,D,3
8471274,Alex Goligoski,D,20232024,36,31986.0,0.0,1.1254924029262803,1.1254924029262803,3.601575689364097,4.614518851997749,3.0388294879009567,0.3376477208778841,1.3505908835115363,2.0258863252673045,2.1384355655599325,9.003939223410242,0,D,3
8471276,David Krejci,C,20222023,70,72217.0,0.7975961338742955,1.9939903346857388,2.7915864685600345,5.583172937120069,1.894290817951452,2.043840093052882,0.847445892241439,1.794591301217165,0.9969951673428694,2.1933893681543126,10.06965119016298,1,C,0
8471303,Alexander Edler,D,20222023,64,56734.0,0.1269080269327035,0.5710861211971657,0.6979941481298693,3.553424754115698,6.5992174005005815,6.726125427433285,0.3807240807981105,1.7132583635914973,2.1574364578559595,2.1574364578559595,9.771918073818169,0,D,3
