assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,firstGoals,giveaways,giveawaysPer60,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,shotAttemptsBlocked,takeaways,takeawaysPer60,totalShotAttempts
20,13,24,0.57142,3,67,14,Hoffman,2,28,8474884,-10,34,0.50746,C,1,10,20222023,0,0,0.09459,L,148,Mike Hoffman,MTL,940.4179,24,1.37,0.0,0,0.0,2,41,2.34,24,1.37,0,,7,4,,39,50,63,19,1.08,261
27,12,26,0.4423,7,80,19,Johansson,1,8,8475149,3,46,0.575,L,5,18,20222023,2,2,0.13868,L,137,Marcus Johansson,"WSH,MIN",989.4,23,1.04,0.0,0,0.0,4,31,1.4,26,1.18,2,,1,1,,35,39,57,31,1.4,233
17,13,28,0.375,3,55,16,Palmieri,0,24,8475151,13,33,0.6,C,3,5,20222023,0,0,0.13114,R,122,Kyle Palmieri,NYI,1025.909,17,1.08,0.0,0,0.0,4,20,1.27,76,4.84,2,,1,5,,54,62,56,13,0.82,240
14,14,24,0.55754,4,53,16,O'Reilly,1,16,8475158,-21,30,0.56603,C,1,5,20222023,1,1,0.15686,L,102,Ryan O'Reilly,"STL,TOR",1076.3396,23,1.45,0.0,1,1.0,1,10,0.63,18,1.13,1,,2,3,,22,28,33,46,2.9,163
1,0,1,,0,2,0,Clifford,0,2,8475160,1,1,0.5,L,0,0,20222023,0,0,0.0,L,2,Kyle Clifford,TOR,474.5,0,0.0,0.0,0,0.0,0,0,0.0,6,22.76,0,,0,0,,1,1,2,0,0.0,5
3,1,2,0.0,0,20,6,Chiasson,0,6,8475163,-8,9,0.45,R,5,7,20222023,0,0,0.24,R,25,Alex Chiasson,DET,724.35,7,1.73,0.0,0,0.0,1,3,0.74,14,3.47,0,,0,0,,9,9,5,4,0.99,39
16,6,19,0.34615,2,81,10,Silfverberg,0,32,8475164,-20,26,0.32098,R,4,7,20222023,0,0,0.07092,R,141,Jakob Silfverberg,ANA,910.753,51,2.48,3.0,0,3.0,2,19,0.92,10,0.48,1,,4,3,,41,49,40,28,1.36,230
44,18,41,0.58313,9,80,36,Tavares,1,34,8475166,-7,80,1.0,C,18,39,20222023,0,0,0.12996,L,277,John Tavares,TOR,1059.3875,36,1.52,0.0,1,1.0,9,54,2.29,112,4.75,2,,4,6,,103,115,72,46,1.95,464
40,7,32,,1,76,9,Hedman,0,42,8475167,10,49,0.64473,D,1,14,20222023,1,3,0.04864,L,185,Victor Hedman,TBL,1423.1447,136,4.52,2.0,1,3.0,1,79,2.62,95,3.16,2,,3,3,,91,99,113,48,1.59,397
34,17,43,0.52895,3,71,22,Duchene,1,32,8475168,4,56,0.78873,C,5,13,20222023,0,0,0.13095,L,168,Matt Duchene,NSH,1099.1971,32,1.47,1.0,4,5.0,2,60,2.76,27,1.24,0,,4,12,,55,71,80,35,1.61,319
12,15,24,0.35294,3,41,16,Kane,0,53,8475169,-4,28,0.68292,L,0,2,20222023,1,2,0.10958,L,146,Evander Kane,EDM,1122.1951,15,1.17,3.0,2,5.0,2,32,2.5,124,9.7,0,,3,2,,39,44,68,14,1.09,258
44,15,50,0.46548,3,82,21,Schenn,1,50,8475170,-27,65,0.79268,C,6,15,20222023,0,0,0.14583,L,144,Brayden Schenn,STL,1105.756,41,1.62,2.0,2,4.0,4,47,1.86,140,5.55,1,,3,8,,58,70,70,41,1.62,284
20,2,17,,0,54,2,Ekman-Larsson,0,22,8475171,-24,22,0.4074,D,0,4,20222023,0,1,0.02222,L,90,Oliver Ekman-Larsson,VAN,1210.5555,43,2.36,1.0,0,1.0,0,25,1.37,58,3.19,0,,0,3,,34,37,70,11,0.6,197
32,13,37,0.47487,4,82,24,Kadri,0,56,8475172,-19,56,0.68292,C,11,19,20222023,0,0,0.08988,L,267,Nazem Kadri,CGY,1032.5243,31,1.31,0.0,0,0.0,4,50,2.12,99,4.2,0,,5,15,,96,116,107,34,1.44,490
10,2,12,,0,53,2,de Haan,0,20,8475177,7,12,0.22641,D,0,0,20222023,0,0,0.03921,L,51,Calvin de Haan,CAR,811.9811,49,4.09,0.0,0,0.0,0,17,1.42,84,7.02,0,,0,1,,50,51,51,15,1.25,153
0,2,2,0.375,0,51,2,Kassian,0,50,8475178,-18,2,0.03921,R,0,0,20222023,0,0,0.08,R,25,Zack Kassian,ARI,549.4117,8,1.02,,0,,0,19,2.44,32,4.11,0,,0,0,,9,9,11,9,1.15,45
13,3,16,,0,67,3,Kulikov,0,34,8475179,-13,16,0.2388,D,0,0,20222023,0,0,0.03571,L,84,Dmitry Kulikov,"ANA,PIT",1168.4477,108,4.96,0.0,0,0.0,0,45,2.06,96,4.41,0,,0,3,,18,21,43,19,0.87,148
21,2,23,,1,78,2,Leddy,0,20,8475181,4,23,0.29487,D,0,0,20222023,0,0,0.02531,L,79,Nick Leddy,STL,1267.4871,96,3.49,1.0,0,1.0,0,34,1.23,43,1.56,3,,1,4,,31,39,46,43,1.56,164
18,24,33,0.45238,3,79,36,Kreider,1,26,8475184,21,54,0.68354,L,8,17,20222023,4,4,0.1572,L,229,Chris Kreider,NYR,1104.7848,24,0.98,0.0,2,2.0,8,39,1.6,128,5.27,1,,8,12,,85,106,47,31,1.27,382
16,1,15,,0,82,1,McNabb,0,51,8475188,17,17,0.20731,D,0,0,20222023,0,2,0.01123,L,89,Brayden McNabb,VGK,1190.6219,198,7.3,3.0,0,3.0,0,30,1.1,201,7.41,1,,1,3,,36,41,89,38,1.4,219
30,16,42,0.57142,4,78,26,Smith,1,16,8475191,11,56,0.71794,R,6,10,20222023,4,4,0.14444,L,180,Reilly Smith,VGK,1018.1794,32,1.45,1.0,2,3.0,1,38,1.72,69,3.12,4,,4,13,,41,62,69,30,1.35,311
28,19,44,0.39534,1,82,20,Tatar,0,30,8475193,41,48,0.58536,L,1,4,20222023,0,0,0.13071,L,153,Tomas Tatar,NJD,907.0243,30,1.45,5.0,4,9.0,2,35,1.69,65,3.14,1,,4,6,,51,62,61,35,1.69,276
42,9,23,,1,85,13,Barrie,0,36,8475197,-7,55,0.64705,D,4,31,20222023,0,1,0.07975,R,163,Tyson Barrie,"EDM,NSH",1186.7058,90,3.21,0.0,0,0.0,2,48,1.71,55,1.96,0,,1,4,,52,57,109,32,1.14,329
29,6,27,,2,66,7,Orlov,2,22,8475200,12,36,0.54545,D,1,8,20222023,0,1,0.05645,L,124,Dmitry Orlov,"WSH,BOS",1352.7272,85,3.42,3.0,0,3.0,2,49,1.97,137,5.52,2,,4,3,,29,38,76,30,1.2,238
24,1,23,,0,82,1,Dumoulin,0,16,8475208,-4,25,0.30487,D,0,0,20222023,0,2,0.01219,L,82,Brian Dumoulin,PIT,1238.4512,142,5.03,3.0,0,3.0,0,40,1.41,123,4.36,0,,0,5,,33,38,69,36,1.27,189
23,9,27,,0,78,9,Ekholm,0,28,8475218,28,32,0.41025,D,0,4,20222023,0,1,0.06666,L,135,Mattias Ekholm,"NSH,EDM",1288.2179,104,3.72,1.0,0,1.0,2,44,1.57,91,3.26,0,,2,12,,47,61,90,29,1.03,286
14,7,18,0.5,0,65,7,Foligno,0,97,8475220,-6,21,0.32307,L,0,3,20222023,0,0,0.08433,L,83,Marcus Foligno,MIN,899.4461,40,2.46,1.0,0,1.0,1,25,1.53,237,14.59,0,,1,4,,36,41,29,27,1.66,153
7,9,15,0.22222,2,64,9,Smith,0,18,8475225,5,16,0.25,C,0,1,20222023,0,0,0.08653,R,104,Craig Smith,"BOS,WSH",659.9843,21,1.78,0.0,0,0.0,1,21,1.78,48,4.09,0,,2,1,,25,28,46,22,1.87,178
6,0,4,,0,46,0,Wideman,0,81,8475227,-6,6,0.13043,D,0,2,20222023,0,0,0.0,R,31,Chris Wideman,MTL,810.7173,51,4.92,0.0,0,0.0,0,37,3.57,25,2.41,0,,0,4,,10,14,22,7,0.67,67
15,6,19,0.53354,0,81,6,Cizikas,0,54,8475231,0,21,0.25925,C,0,0,20222023,0,2,0.05405,L,111,Casey Cizikas,NYI,872.1851,58,2.95,3.0,0,3.0,1,28,1.42,188,9.58,0,,1,3,,34,38,40,35,1.78,189
17,3,19,,1,62,3,Savard,0,40,8475233,-14,20,0.32258,D,0,0,20222023,0,1,0.04761,R,63,David Savard,MTL,1343.2258,176,7.6,0.0,0,0.0,1,61,2.63,61,2.63,0,,0,2,,17,19,41,15,0.64,123
6,5,11,0.27272,0,80,6,Deslauriers,0,136,8475235,-11,12,0.15,L,0,0,20222023,1,1,0.08571,L,70,Nicolas Deslauriers,PHI,605.65,26,1.93,0.0,0,0.0,0,8,0.59,306,22.73,0,,3,5,,29,37,24,13,0.96,131
1,1,2,0.59615,0,9,1,Froese,0,4,8475278,0,2,0.22222,C,0,0,20222023,0,0,0.06666,R,15,Byron Froese,VGK,597.6666,5,3.34,0.0,0,0.0,0,2,1.33,11,7.36,0,,1,0,,2,3,5,2,1.33,23
14,5,19,,0,76,5,Chiarot,0,51,8475279,-31,19,0.25,D,0,0,20222023,0,0,0.04545,L,110,Ben Chiarot,DET,1236.4605,163,6.24,0.0,1,1.0,0,19,0.72,147,5.63,0,,2,8,,35,45,76,9,0.34,231
27,10,31,0.5421,0,80,14,Haula,0,47,8475287,13,41,0.5125,L,2,7,20222023,2,3,0.08536,L,164,Erik Haula,NJD,997.8625,54,2.43,4.0,0,4.0,2,30,1.35,92,4.14,1,,3,6,,62,72,59,49,2.2,295
22,22,36,0.54,4,82,28,Lee,0,50,8475314,-3,50,0.60975,L,6,14,20222023,0,0,0.13084,L,214,Anders Lee,NYI,1033.378,57,2.42,2.0,0,2.0,8,35,1.48,125,5.31,0,,6,7,,76,89,33,25,1.06,336
24,5,28,,0,77,5,Jensen,0,18,8475324,-1,29,0.37662,D,0,0,20222023,0,1,0.04587,R,109,Nick Jensen,WSH,1237.0,128,4.83,0.0,0,0.0,0,59,2.22,107,4.04,0,,0,6,,46,52,96,36,1.36,257
12,13,24,0.50821,3,65,13,Dowd,0,26,8475343,6,25,0.38461,C,0,0,20222023,0,1,0.20967,R,62,Nic Dowd,WSH,801.0615,61,4.21,0.0,0,0.0,0,34,2.35,136,9.4,1,,0,3,,18,22,24,28,1.93,108
21,2,22,,0,82,2,Dillon,0,76,8475455,2,23,0.28048,D,0,0,20222023,0,1,0.02409,L,83,Brenden Dillon,WPG,1175.3048,108,4.03,2.0,0,2.0,1,47,1.75,198,7.39,0,,1,1,,41,43,78,18,0.67,204
2,0,2,1.0,0,4,1,Agozzino,0,0,8475461,-1,3,0.75,L,0,0,20222023,1,1,0.11111,L,9,Andrew Agozzino,SJS,982.25,4,3.66,0.0,0,0.0,0,1,0.91,12,10.99,0,,0,1,,1,2,1,0,0.0,12
15,2,17,,0,72,2,Gudas,0,79,8475462,14,17,0.23611,D,0,0,20222023,0,0,0.01818,R,110,Radko Gudas,FLA,1041.6527,124,5.95,0.0,0,0.0,0,36,1.72,312,14.97,2,,1,1,,49,53,83,20,0.96,246
3,2,5,,0,61,2,Irwin,0,36,8475625,-8,5,0.08196,D,0,0,20222023,0,0,0.02531,L,79,Matt Irwin,WSH,782.2786,75,5.65,0.0,0,0.0,0,18,1.35,117,8.82,0,,1,3,,19,23,38,9,0.67,140
12,1,12,,1,65,1,Tanev,0,21,8475690,7,13,0.2,D,0,1,20222023,0,0,0.01333,R,75,Chris Tanev,CGY,1207.2153,130,5.96,2.0,0,2.0,0,34,1.55,51,2.33,0,,3,1,,20,24,64,24,1.1,163
45,13,38,0.4,3,78,22,Zuccarello,1,26,8475692,-3,67,0.85897,R,9,29,20222023,0,0,0.11111,L,198,Mats Zuccarello,MIN,1211.6153,51,1.94,2.0,1,3.0,5,44,1.67,51,1.94,0,,6,7,,68,81,102,45,1.71,381
19,16,31,0.4468,2,73,20,Jarnkrok,0,14,8475714,9,39,0.53424,C,3,5,20222023,1,3,0.18867,R,106,Calle Jarnkrok,TOR,862.9452,19,1.08,1.0,0,1.0,2,12,0.68,50,2.85,1,,2,9,,35,47,44,21,1.2,197
16,2,18,,1,80,2,Holl,0,39,8475718,15,18,0.225,D,0,0,20222023,0,0,0.03333,R,60,Justin Holl,TOR,1214.4875,139,5.15,1.0,0,1.0,1,56,2.07,151,5.59,0,,0,0,,15,15,34,28,1.03,109
21,25,39,0.26666,5,78,27,Zucker,1,47,8475722,-4,48,0.61538,L,2,9,20222023,0,0,0.13705,L,197,Jason Zucker,PIT,939.3589,29,1.42,0.0,0,0.0,6,39,1.91,198,9.72,1,,7,13,,65,86,55,35,1.71,338
39,24,48,0.58333,4,82,34,Toffoli,2,28,8475726,16,73,0.89024,C,10,25,20222023,0,0,0.12686,R,268,Tyler Toffoli,CGY,996.6585,14,0.61,2.0,3,5.0,3,32,1.4,59,2.59,5,,7,14,,71,97,112,41,1.8,477
43,7,37,0.47521,2,81,12,Kuznetsov,1,56,8475744,-26,55,0.67901,C,5,18,20222023,0,0,0.06976,L,172,Evgeny Kuznetsov,WSH,1083.5802,29,1.18,3.0,0,3.0,0,63,2.58,43,1.76,0,,5,1,,63,69,79,43,1.76,320
29,15,40,0.526,0,82,16,Coyle,0,30,8475745,29,45,0.54878,C,0,0,20222023,1,5,0.1151,R,139,Charlie Coyle,BOS,1019.1829,63,2.71,4.0,0,4.0,3,42,1.8,68,2.92,0,,4,5,,42,51,50,59,2.54,240
5,0,5,,0,75,0,Nemeth,0,30,8475747,-7,5,0.06666,D,0,0,20222023,0,0,0.0,L,62,Patrik Nemeth,ARI,1066.2533,118,5.31,2.0,0,2.0,0,30,1.35,116,5.22,0,,0,11,,21,32,45,13,0.58,139
10,2,12,,0,73,2,Merrill,0,38,8475750,-2,12,0.16438,D,0,0,20222023,0,0,0.04651,L,43,Jon Merrill,MIN,908.726,107,5.8,1.0,0,1.0,1,14,0.75,47,2.55,0,,1,1,,29,31,25,18,0.97,99
9,7,16,0.5,0,61,7,Pitlick,0,14,8475752,-1,16,0.26229,C,0,0,20222023,0,0,0.12962,R,54,Tyler Pitlick,STL,604.5409,29,2.83,0.0,0,0.0,1,6,0.58,103,10.05,0,,1,3,,21,25,17,19,1.85,96
39,9,40,,3,82,11,Faulk,1,34,8475753,-4,50,0.60975,D,2,10,20222023,0,0,0.05612,R,196,Justin Faulk,STL,1402.6341,140,4.38,2.0,1,3.0,0,58,1.81,112,3.5,1,,0,9,,47,57,99,51,1.59,352
39,30,58,0.47251,8,82,36,Nelson,1,24,8475754,13,75,0.91463,C,6,17,20222023,0,0,0.16216,L,222,Brock Nelson,NYI,1106.1219,43,1.7,1.0,4,5.0,2,40,1.58,50,1.98,3,,3,13,,57,76,120,48,1.9,418
12,15,27,0.47833,1,78,17,Bjugstad,0,34,8475760,13,29,0.37179,C,1,1,20222023,1,1,0.11724,R,145,Nick Bjugstad,"ARI,EDM",972.0256,44,2.08,0.0,0,0.0,1,31,1.47,168,7.97,1,,5,2,,58,66,36,33,1.56,247
7,3,10,,2,54,5,Forbort,0,23,8475762,12,12,0.22222,D,0,0,20222023,2,2,0.13157,L,38,Derek Forbort,BOS,1063.9259,88,5.51,0.0,0,0.0,1,24,1.5,106,6.64,0,,0,0,,17,17,48,14,0.87,103
36,12,38,0.49408,1,81,18,Hayes,0,23,8475763,-22,54,0.66666,R,6,16,20222023,0,0,0.08612,L,209,Kevin Hayes,PHI,1053.9382,22,0.92,1.0,2,3.0,5,35,1.47,52,2.19,0,,5,4,,77,86,92,40,1.68,387
38,6,34,,1,82,10,Fowler,0,14,8475764,-23,48,0.58536,D,4,14,20222023,0,0,0.07692,L,130,Cam Fowler,ANA,1450.4024,104,3.14,1.0,0,1.0,1,48,1.45,18,0.54,1,,0,3,,47,51,113,34,1.02,294
32,14,35,0.0,1,69,18,Tarasenko,1,8,8475765,-14,50,0.72463,R,3,14,20222023,1,1,0.1065,L,169,Vladimir Tarasenko,"STL,NYR",1008.0144,36,1.86,0.0,0,0.0,2,26,1.34,75,3.88,1,,2,5,,57,65,69,24,1.24,303
2,6,8,0.46666,2,75,9,Watson,0,123,8475766,-7,11,0.14666,L,0,0,20222023,3,3,0.11392,R,79,Austin Watson,OTT,613.9733,61,4.76,0.0,2,2.0,3,21,1.64,165,12.89,0,,1,2,,33,36,24,19,1.48,139
19,15,32,0.46496,2,71,21,Schwartz,0,22,8475768,-17,40,0.56338,L,6,8,20222023,0,0,0.12574,L,167,Jaden Schwartz,SEA,1045.3943,25,1.21,3.0,4,7.0,3,31,1.5,55,2.66,0,,4,5,,45,54,70,44,2.13,291
0,0,0,0.7,0,2,0,Sheahan,0,4,8475772,-2,0,0.0,C,0,0,20222023,0,0,,L,0,Riley Sheahan,BUF,498.5,1,3.61,,0,,0,1,3.61,0,0.0,0,,0,0,,0,0,0,0,0.0,0
0,0,0,0.25,0,1,0,Wagner,0,0,8475780,0,0,0.0,R,0,0,20222023,0,0,,R,0,Chris Wagner,BOS,756.0,1,4.76,,0,,0,0,0.0,6,28.57,0,,0,0,,1,1,0,0,0.0,1
47,27,61,0.47333,3,79,35,Skinner,1,39,8475784,15,82,1.03797,L,8,21,20222023,0,0,0.14462,L,242,Jeff Skinner,BUF,1043.8354,14,0.61,2.0,1,3.0,6,46,2.0,21,0.91,3,,7,10,,68,88,103,41,1.78,433
47,21,57,0.5,3,79,36,Hyman,0,39,8475786,13,83,1.05063,L,15,26,20222023,0,0,0.13043,R,276,Zach Hyman,EDM,1209.0379,19,0.71,2.0,4,6.0,7,30,1.13,77,2.9,1,,6,10,,74,91,63,33,1.24,430
12,1,13,,1,70,1,Gudbranson,0,57,8475790,-24,13,0.18571,D,0,0,20222023,0,0,0.0098,R,102,Erik Gudbranson,CBJ,1277.9428,137,5.51,1.0,0,1.0,0,34,1.36,119,4.78,0,,0,8,,31,39,74,13,0.52,215
20,12,28,0.44444,5,61,16,Hall,1,24,8475791,11,36,0.59016,L,4,8,20222023,0,0,0.10666,L,150,Taylor Hall,BOS,955.754,33,2.03,0.0,0,0.0,4,41,2.53,35,2.16,1,,0,7,,39,47,59,24,1.48,256
16,7,18,0.59198,1,55,12,Johansen,1,32,8475793,-13,28,0.50909,C,5,10,20222023,0,0,0.13953,R,86,Ryan Johansen,NSH,945.7636,19,1.31,0.0,0,0.0,2,21,1.45,49,3.39,1,,1,3,,37,42,26,20,1.38,154
29,13,37,0.54712,3,76,21,Seguin,1,24,8475794,3,50,0.65789,C,7,11,20222023,1,2,0.11111,R,189,Tyler Seguin,DAL,997.0526,23,1.09,1.0,2,3.0,5,33,1.56,84,3.99,0,,3,8,,54,65,49,28,1.33,303
1,0,1,,0,6,0,McIlrath,0,7,8475795,-6,1,0.16666,D,0,0,20222023,0,0,0.0,R,1,Dylan McIlrath,WSH,700.5,7,5.99,0.0,0,0.0,0,2,1.71,14,11.99,0,,0,1,,8,9,7,0,0.0,17
6,2,8,,1,44,2,Tinordi,0,40,8475797,-17,8,0.18181,D,0,0,20222023,0,0,0.0625,L,32,Jarred Tinordi,CHI,987.4545,68,5.63,0.0,0,0.0,0,20,1.65,139,11.51,0,,1,3,,16,20,26,11,0.91,78
31,9,29,0.44531,1,79,10,Granlund,0,20,8475798,-15,41,0.51898,C,1,12,20222023,0,0,0.08264,L,121,Mikael Granlund,"NSH,PIT",1069.5189,60,2.55,3.0,2,5.0,2,33,1.4,78,3.32,0,,6,8,,37,51,50,38,1.61,222
17,20,34,0.61538,2,78,24,Niederreiter,0,22,8475799,-13,41,0.52564,R,4,7,20222023,0,0,0.13259,L,181,Nino Niederreiter,"NSH,WPG",977.2051,33,1.55,0.0,0,0.0,5,22,1.03,165,7.79,0,,4,5,,45,54,67,33,1.55,302
26,18,34,0.5,2,81,20,Rust,1,31,8475810,-4,46,0.5679,R,2,11,20222023,0,1,0.09478,R,211,Bryan Rust,PIT,1073.9753,50,2.06,1.0,2,3.0,0,58,2.4,98,4.05,1,,4,8,,77,90,63,37,1.53,364
10,6,16,,1,82,6,Hakanpää,0,60,8475825,18,16,0.19512,D,0,0,20222023,0,0,0.06976,R,86,Jani Hakanpää,DAL,1159.8536,128,4.84,1.0,1,2.0,0,51,1.93,224,8.47,0,,0,7,,37,44,81,13,0.49,211
4,3,7,0.49322,0,52,3,Carrick,0,86,8475842,-17,7,0.13461,C,0,0,20222023,0,0,0.06,R,50,Sam Carrick,ANA,633.923,24,2.62,0.0,0,0.0,0,9,0.98,98,10.7,0,,0,0,,19,19,16,13,1.41,85
6,8,12,0.35294,2,37,8,Gallagher,0,45,8475848,-5,14,0.37837,R,0,2,20222023,0,0,0.08602,R,93,Brendan Gallagher,MTL,856.8918,13,1.47,0.0,0,0.0,1,17,1.93,18,2.04,2,,3,4,,22,31,53,5,0.56,177
19,10,26,0.4,1,80,10,Fast,0,16,8475855,9,29,0.3625,R,0,0,20222023,0,3,0.13157,R,76,Jesper Fast,CAR,883.8875,40,2.03,1.0,0,1.0,1,27,1.37,104,5.29,0,,1,9,,39,49,27,24,1.22,152
1,0,1,,0,23,0,Gravel,0,4,8475857,-10,1,0.04347,D,0,0,20222023,0,0,0.0,L,20,Kevin Gravel,NSH,856.1304,36,6.58,0.0,0,0.0,0,12,2.19,23,4.2,0,,0,0,,9,9,22,2,0.36,51
23,8,23,,3,67,10,Klingberg,1,34,8475906,-25,33,0.49253,D,2,10,20222023,0,0,0.08928,R,112,John Klingberg,"ANA,MIN",1237.4626,84,3.64,0.0,0,0.0,1,46,1.99,55,2.38,1,,4,3,,51,59,101,22,0.95,272
21,12,27,0.0,1,43,17,Stone,0,10,8475913,11,38,0.88372,R,3,9,20222023,2,2,0.15044,R,113,Mark Stone,VGK,1162.6046,23,1.65,0.0,0,0.0,3,22,1.58,31,2.23,0,,2,2,,35,39,38,47,3.38,190
8,6,14,0.46829,0,31,6,Belzile,0,13,8475968,0,14,0.45161,R,0,0,20222023,0,0,0.15,R,40,Alex Belzile,MTL,728.0322,22,3.5,0.0,0,0.0,2,13,2.07,27,4.3,1,,1,1,,10,13,14,8,1.27,67
0,0,0,,0,4,0,Fedun,0,0,8476166,0,0,0.0,D,0,0,20222023,0,0,0.0,R,5,Taylor Fedun,PIT,664.0,4,5.42,,0,,0,0,0.0,3,4.06,0,,0,0,,3,3,6,0,0.0,14
8,2,9,0.5,0,53,2,Blackwell,0,6,8476278,-16,10,0.18867,C,0,0,20222023,0,1,0.03773,R,53,Colin Blackwell,CHI,708.0566,17,1.63,0.0,0,0.0,0,15,1.43,49,4.7,0,,0,1,,18,19,27,20,1.91,99
15,7,20,0.0,1,49,8,Palat,0,6,8476292,5,23,0.46938,L,1,3,20222023,0,0,0.10126,L,79,Ondrej Palat,NJD,932.1224,44,3.46,0.0,0,0.0,2,25,1.97,70,5.51,0,,0,5,,26,31,40,22,1.73,150
5,3,7,0.46315,0,30,3,Sedlak,0,12,8476310,4,8,0.26666,C,0,0,20222023,0,1,0.06818,L,44,Lukas Sedlak,"COL,PHI",732.2666,31,5.08,0.0,0,0.0,0,6,0.98,58,9.5,0,,2,0,,8,10,7,4,0.65,61
8,2,10,,2,27,2,Manson,0,42,8476312,13,10,0.37037,D,0,0,20222023,0,0,0.04878,R,41,Josh Manson,COL,1061.2592,41,5.15,0.0,0,0.0,0,13,1.63,64,8.04,0,,0,1,,9,10,20,20,2.51,71
6,6,12,0.25,0,62,6,Archibald,0,43,8476326,6,12,0.19354,R,0,0,20222023,0,0,0.0845,R,71,Josh Archibald,PIT,598.6129,28,2.71,0.0,0,0.0,1,5,0.48,195,18.91,0,,0,2,,22,24,17,14,1.35,112
19,13,24,0.43425,3,82,15,Boyd,1,26,8476329,-32,34,0.41463,C,2,10,20222023,0,0,0.15957,R,94,Travis Boyd,ARI,991.817,59,2.61,2.0,0,2.0,4,34,1.5,39,1.72,0,,1,5,,34,40,34,35,1.54,168
21,5,24,,1,75,6,DeMelo,0,50,8476331,10,27,0.36,D,0,0,20222023,1,3,0.06451,R,93,Dylan DeMelo,WPG,1173.6533,102,4.17,0.0,1,1.0,0,46,1.88,120,4.9,0,,0,4,,39,43,58,20,0.81,194
53,18,50,,4,80,21,Gaudreau,3,22,8476346,-33,74,0.925,L,3,24,20222023,0,0,0.09545,L,220,Johnny Gaudreau,CBJ,1165.0875,18,0.69,0.0,1,1.0,5,50,1.93,5,0.19,3,,6,11,,68,88,90,49,1.89,398
10,4,13,,0,77,4,Seeler,0,56,8476372,1,14,0.18181,D,0,0,20222023,0,1,0.04761,L,84,Nick Seeler,PHI,869.3766,161,8.65,0.0,0,0.0,0,24,1.29,126,6.77,0,,0,6,,19,25,55,9,0.48,164
9,9,17,0.49649,0,71,11,Kuraly,0,68,8476374,-28,20,0.28169,C,1,1,20222023,1,2,0.11,L,100,Sean Kuraly,CBJ,904.4084,46,2.57,1.0,3,4.0,1,17,0.95,187,10.48,0,,0,5,,40,45,38,30,1.68,183
42,13,47,0.56065,3,82,22,Trocheck,0,58,8476389,3,64,0.78048,C,9,17,20222023,0,0,0.09777,R,225,Vincent Trocheck,NYR,1158.9512,44,1.66,2.0,2,4.0,1,64,2.42,182,6.89,1,,12,15,,80,108,77,55,2.08,410
0,1,1,0.0,0,4,1,Cramarossa,0,4,8476390,0,1,0.25,C,0,0,20222023,0,0,1.0,L,1,Joseph Cramarossa,MIN,467.75,1,1.92,,0,,0,0,0.0,8,15.39,0,,0,0,,2,2,0,1,1.92,3
23,10,29,0.50423,2,82,13,Lowry,0,48,8476392,4,36,0.43902,C,0,2,20222023,3,5,0.10317,L,126,Adam Lowry,WPG,938.8414,46,2.15,4.0,1,5.0,2,24,1.12,161,7.52,0,,4,4,,48,56,27,28,1.3,209
18,9,27,0.49305,2,79,9,Cousins,0,38,8476393,-1,27,0.34177,C,0,0,20222023,0,0,0.08823,L,102,Nick Cousins,FLA,661.5316,36,2.47,0.0,0,0.0,2,18,1.23,87,5.99,1,,0,3,,29,33,39,20,1.37,174
0,0,0,0.5,0,2,0,Fogarty,0,0,8476396,0,0,0.0,C,0,0,20222023,0,0,,R,0,Steven Fogarty,MIN,619.0,0,0.0,,0,,0,0,0.0,3,8.72,0,,0,1,,0,1,0,1,2.9,1
20,16,36,0.47619,2,82,18,Coleman,0,54,8476399,9,38,0.46341,L,0,0,20222023,2,2,0.09574,L,188,Blake Coleman,CGY,912.1829,39,1.87,0.0,4,4.0,3,32,1.54,107,5.14,0,,2,7,,67,76,67,36,1.73,331
1,0,1,0.42857,0,3,0,Andreoff,0,0,8476404,-3,1,0.33333,C,0,0,20222023,0,0,0.0,L,1,Andy Andreoff,NYI,441.0,1,2.72,0.0,0,0.0,0,1,2.72,7,19.04,0,,0,0,,0,0,0,1,2.72,1
12,4,16,0.42857,0,51,4,Leivo,0,25,8476410,0,16,0.31372,L,0,0,20222023,0,0,0.04395,R,91,Josh Leivo,STL,713.4705,13,1.28,0.0,0,0.0,2,10,0.98,55,5.44,0,,2,1,,32,35,37,30,2.96,163
27,5,28,0.57245,2,70,13,Pageau,0,14,8476419,-2,40,0.57142,C,5,8,20222023,3,4,0.10569,R,123,Jean-Gabriel Pageau,NYI,1057.0714,61,2.96,3.0,2,5.0,3,35,1.7,175,8.51,2,,4,4,,40,50,31,33,1.6,204
1,0,1,,0,10,0,Reilly,0,2,8476422,0,1,0.1,D,0,0,20222023,0,0,0.0,L,12,Mike Reilly,BOS,1004.1,10,3.58,0.0,0,0.0,0,4,1.43,21,7.52,0,,0,0,,7,7,10,0,0.0,29
